CUSIP,Issuer,Issue Date,Maturity Date,Coupon Rate,Price,Par Value,Market Value,Rating,Sector
RX7NPCTEF,XGJUXE,1986-7-25,2048-8-9,2.34,114.7,963.13,2792.65,BBB,Real Estate
EXR0RRQQQ,N0RG39,1986-7-22,2036-3-25,3.27,106.78,436.21,3967.86,CCC,Finance
2ZW0TN4FR,GVSGYS,2007-9-1,2047-12-6,3.28,106.33,821.81,8327.66,BBB,Finance
7R2SX3NHR,DPYP0T,2003-12-6,2027-8-28,2.92,85.08,875.21,4859.59,BBB,Consumer Staples
MCAYHD94R,GUP2GC,1991-10-25,2036-6-17,8.37,103.87,772.89,5347.22,CC,Consumer Discretionary
GZC1W1SMM,7ZMH7V,2020-4-20,2033-11-16,2.57,97.71,766.47,4742.15,AA,Utilities
Q4DEO9AIM,K2UM53,1980-4-23,2045-6-8,9.31,80.93,298.88,8604.39,CC,Energy
CVHKSF2F4,J5WJ3X,1997-1-25,2048-7-12,4.81,81.05,511.31,2418.59,BB,Industrials
7WHKT8VCC,MW32UU,2014-4-21,2048-9-3,4.38,112.97,146.53,9298.71,BBB,Real Estate
KEISACGLB,RUZ89Q,1984-2-11,2044-4-11,3.3,97.84,722.01,6245.3,AA,Materials
DNUTC1GMO,09RG7K,1988-5-11,2028-6-20,5.96,102.86,333.72,6344.14,AA,Utilities
ZRK2MFE20,H0MFNP,1985-3-21,2025-9-8,5.92,105.09,568.5,3017.58,AAA,Utilities
G6ZHDSG7B,ICCJIW,1980-2-10,2044-8-27,7.93,94.4,326.07,2432.23,C,Consumer Staples
0RU15D9XP,O5L3QX,1999-10-9,2043-4-5,1.11,105.82,264.45,8355.27,A,Consumer Discretionary
OKGJO98ZM,3LFTNF,2008-12-20,2033-5-10,9.21,97.26,608.37,9825.07,BBB,Energy
2BJI04OWH,EHUOMQ,2011-2-18,2034-5-12,6.3,104.59,545.0,9616.99,D,Consumer Staples
KOSQZ4TTT,4FMCTZ,1982-11-20,2036-5-16,3.92,83.78,999.72,6819.93,B,Technology
2VKPK5UWY,8IR34R,1981-5-24,2027-12-10,9.36,101.03,758.25,6796.37,BB,Healthcare
ML2M5FAQ3,VOD57F,1980-1-11,2046-6-24,5.75,105.5,661.85,9380.55,A,Consumer Staples
LXBIBK2WX,S9ZWXY,1988-6-25,2047-3-15,2.46,95.25,100.84,4885.91,CCC,Materials
M9F99D2YZ,EEH63H,2006-12-24,2045-6-15,8.23,111.57,407.64,2480.03,BB,Industrials
4SCMJDE9Y,DSZ2Y0,2018-4-15,2047-4-25,8.18,115.21,545.72,5332.47,BB,Healthcare
TUZSUBK8A,B4AXKT,2022-5-15,2026-6-13,8.63,119.39,879.82,9786.21,AA,Energy
755ZSX6L2,KQTXX6,1993-7-26,2043-11-8,9.1,103.5,685.5,7729.39,BB,Utilities
DS9FBELCC,XKH0R3,2006-6-2,2040-1-7,7.4,119.64,154.16,8849.17,C,Materials
U0OH6WJU0,MJDHTZ,1981-10-6,2047-11-15,8.88,90.39,455.97,1711.58,BB,Real Estate
A1QMBERJ8,MOECND,2021-8-22,2024-1-25,0.18,81.04,449.75,6446.99,AAA,Consumer Staples
30YTJX3PT,EDVL4Q,2009-6-19,2025-11-15,0.95,97.52,508.14,4992.28,BBB,Consumer Staples
QSC4Y0S0Q,F91V3U,2000-4-20,2048-9-7,4.2,114.96,959.62,7449.78,B,Healthcare
H3ZC333FG,TIFZPK,1999-3-24,2035-7-3,2.14,101.1,165.43,2258.99,AAA,Healthcare
JZ4BAARP4,4Z2LQW,2012-3-8,2047-2-28,6.15,85.36,298.12,5311.61,BBB,Utilities
BDSZOA3N5,INTNVK,1996-8-10,2028-10-9,1.88,94.71,176.21,5781.18,B,Industrials
E02FLBRWU,B1MV3G,2019-11-16,2030-9-9,9.73,85.52,811.7,1767.53,AA,Energy
NIBZVHKK4,JTXVB5,1995-2-24,2025-6-28,0.15,85.79,408.46,5468.98,A,Consumer Staples
140E469P5,ZY16JK,1987-7-2,2027-3-12,3.46,87.29,727.43,9224.37,BBB,Consumer Discretionary
CNXJDAP9I,9SBKPW,2000-12-17,2026-1-6,6.54,93.32,786.53,5256.27,C,Materials
T4LHT7G5Y,8U254N,2016-8-1,2045-4-15,7.08,98.93,975.04,2163.74,C,Real Estate
1D8HR1B2A,E4UUZ2,1996-4-13,2035-7-2,4.92,90.3,409.05,9007.52,BB,Technology
RK6LN606I,OLCTHE,2005-8-6,2041-11-27,9.55,103.72,717.58,4204.06,B,Consumer Discretionary
WBTCACCGO,MWLABR,2012-7-20,2041-8-5,0.7,91.31,749.79,3386.02,A,Industrials
0E0S00IDB,SNEPYU,2010-1-3,2025-6-23,5.91,96.81,565.68,8508.77,BBB,Industrials
5WL08XR1V,RTV783,1998-11-6,2044-8-7,0.95,95.78,361.27,2323.31,BB,Real Estate
NZHOHXRZG,9I4B19,1980-4-6,2041-5-26,7.28,83.71,578.94,3452.94,BBB,Real Estate
EDKKIXPRQ,8TKNZM,2018-8-12,2044-11-9,0.67,108.46,746.25,2157.16,AAA,Real Estate
GOY28GUUJ,G0RJAM,2015-7-4,2040-10-9,3.18,119.81,778.35,1658.25,D,Industrials
DU1SXAVOO,NTKTK4,2022-8-8,2034-10-21,0.75,90.18,375.87,2142.94,A,Energy
62QERRGCI,GX64R2,2001-1-17,2026-2-20,1.93,109.74,751.59,8781.29,BBB,Energy
SI3BNGAGB,QZW0I7,2001-12-7,2024-12-12,9.56,98.03,475.56,4066.2,BBB,Utilities
UV70VKQKI,SBI1JV,2014-3-8,2029-2-11,2.31,110.71,349.94,1615.27,CC,Finance
VK8IMMAQH,M65AIZ,1986-12-7,2031-10-8,5.14,113.26,856.46,9735.58,A,Energy
VT1DY1Q2F,9ULF0T,1998-11-7,2028-2-14,2.72,92.74,706.6,8244.9,B,Real Estate
937JT0EMV,CV5ICH,2013-6-18,2047-10-18,5.1,88.22,618.15,6530.56,AAA,Consumer Discretionary
MX8OXHPLO,F6X3UD,1999-8-21,2035-12-21,5.65,107.46,543.97,1813.02,CCC,Utilities
SYBKKFK3V,OAIKCZ,2017-9-8,2027-1-27,7.86,98.73,988.29,1275.33,D,Real Estate
G0PLDF4Y1,GARO03,1981-7-15,2028-4-16,3.94,94.41,166.8,6843.48,BB,Healthcare
2OTSIY4DD,0LUK1N,1994-3-10,2033-6-8,0.42,118.35,938.22,5706.15,BB,Utilities
NXAE4TV1Z,7RZT69,2023-3-28,2048-3-6,2.16,89.57,837.98,4905.99,D,Technology
5DPBQACC7,V4EO3Y,2014-4-10,2025-9-18,0.16,88.88,956.46,4553.16,AAA,Technology
PDY83OEUY,SIU2KO,2014-4-26,2039-3-26,2.84,103.79,965.68,5449.35,D,Materials
OHBSCXK75,1E9DWJ,1994-4-13,2049-4-26,4.44,100.8,339.43,6592.01,CC,Materials
I1RF5O05P,AEM7JG,1992-8-25,2049-2-3,8.37,91.6,892.36,2174.76,CC,Materials
24TM7JAIU,RMI14D,2017-11-21,2033-2-21,0.88,105.52,571.62,2854.78,BB,Utilities
8JVXA75I6,9ACB3I,1981-9-26,2044-2-10,8.05,99.07,715.54,8020.66,CC,Materials
DFVF3PA2J,O364JK,2023-3-14,2026-10-17,0.34,105.55,685.42,8455.51,B,Finance
0L6E1NAXW,X7V8D3,1992-8-23,2027-11-5,4.37,90.39,494.83,7347.08,BBB,Consumer Discretionary
8XNR4BQA3,D56E4M,1993-3-14,2028-2-15,8.02,100.3,588.43,8922.24,AA,Technology
5W2IN9BTG,4EJHGD,1993-6-12,2042-2-20,9.6,97.42,590.26,6328.56,CC,Consumer Discretionary
J797AXDSX,IYNZSM,1991-5-19,2032-11-13,9.11,96.53,472.8,8739.53,CCC,Consumer Staples
ROE0XI47K,06OQ8D,2000-9-11,2037-10-9,6.74,101.81,843.18,6014.61,B,Consumer Discretionary
ZKR6JTNFL,1NKUN2,1999-4-17,2048-9-9,7.65,90.64,593.25,1122.8,BB,Finance
KPU2R7I1Q,856SHQ,1993-7-10,2025-7-21,3.79,109.84,828.71,9180.82,A,Technology
9NTK7MULZ,MKP3IY,2010-2-25,2032-7-21,9.28,99.69,873.4,6447.37,B,Industrials
7RAQK8A4O,HD9I73,2009-4-12,2039-12-18,9.84,111.71,128.3,3268.94,A,Consumer Discretionary
JHPLOP9DE,Y057TX,2010-9-12,2045-4-14,8.82,119.67,849.11,5073.38,D,Materials
1QRMW6TQN,GOEH8A,2013-2-9,2024-10-13,4.12,108.77,388.08,9397.64,CC,Materials
X2AAAPXT6,5QBSPH,2007-1-10,2044-5-7,1.74,119.93,142.0,6106.39,B,Consumer Discretionary
QT6YYB9N9,02KPGQ,1997-9-1,2035-3-17,3.55,87.33,226.78,9708.34,D,Materials
PZB7GW2ZM,SL98A9,1988-12-6,2050-10-2,8.1,100.1,462.6,3327.17,CCC,Healthcare
3WDY6OAMJ,YCKK9D,2022-1-19,2045-11-4,9.32,93.53,406.71,9095.85,AA,Consumer Discretionary
8KF1FT779,GXERIN,1986-10-15,2034-11-14,9.67,104.58,106.29,5698.82,A,Healthcare
SXUPSU0A7,0W7DLG,2005-9-12,2050-9-12,1.84,104.1,183.33,4936.09,BB,Industrials
508SWJIFR,5L1KHG,2014-11-20,2024-9-2,8.1,117.37,956.41,5882.44,AAA,Utilities
1H8OY5ETY,EU57RM,2010-11-15,2029-6-25,7.45,111.42,845.09,9242.66,CCC,Consumer Staples
6JAKY6MRM,K8IKV6,2003-6-28,2024-6-1,5.42,117.04,508.39,6097.45,CCC,Consumer Staples
CWZXE2RBV,MTCO81,1994-11-19,2040-2-19,0.76,90.57,809.2,3221.19,BB,Healthcare
77XT78ZS6,PCKX9H,1992-2-27,2034-1-9,4.01,111.87,604.51,2091.58,AA,Utilities
SCCVSHUB8,1V2VM1,1988-11-10,2039-8-28,8.86,107.22,437.78,8912.63,CC,Materials
ZRIBDN8DX,7UFHGS,2008-7-11,2027-12-4,3.66,81.32,102.35,3758.03,CCC,Materials
RUILUK1RW,T2VUHO,2010-10-3,2025-10-13,3.06,82.69,315.83,7899.13,CCC,Industrials
L65K2J8DE,N95TB2,1999-12-4,2050-8-25,3.23,110.1,848.86,1206.11,CCC,Technology
BO62BKEZ9,L5N16Q,2001-8-23,2031-10-15,9.82,93.01,754.1,1144.62,C,Real Estate
J2I9O462J,9JLF3C,2011-6-23,2048-6-27,0.27,107.37,335.37,7834.53,BBB,Consumer Staples
0PB88X34M,S5SFD0,2005-8-24,2044-9-8,8.7,105.92,168.9,3631.78,CC,Technology
ATAHX2FTW,O4F7LI,2002-6-19,2030-7-21,2.43,89.73,582.02,1973.88,D,Healthcare
UL9B8PYKB,A7V9Z8,2000-3-21,2043-10-7,2.58,88.76,573.43,9401.28,C,Industrials
F1HV4AOLD,ERYTW4,2008-8-7,2026-7-6,5.24,91.51,627.56,3752.25,BBB,Healthcare
ZD7EMVWL3,5YCY2E,1994-9-10,2044-4-21,9.88,102.85,220.25,1270.02,BBB,Finance
UY038PXPR,7EOOUG,1981-9-12,2031-5-5,0.5,90.78,102.84,7176.74,AAA,Real Estate
22JTHEKID,2TKGGW,2013-8-27,2049-4-11,7.11,89.88,999.81,5256.71,BB,Real Estate
86M3L5DV9,2SSTS7,2003-9-18,2039-6-12,7.76,99.9,760.66,5152.45,AA,Industrials
6PAQKUI86,RS22MM,2007-12-21,2044-11-24,1.88,104.14,414.42,5335.53,BB,Consumer Discretionary
I2X57GT8K,EU1CWR,1989-3-21,2028-7-5,9.68,102.08,373.5,4669.94,CCC,Consumer Discretionary
C20ZSNQJO,FHI16V,2002-2-22,2035-11-20,7.53,92.34,962.23,3801.52,C,Healthcare
E9IG4VGFH,VUOIIO,1994-3-1,2043-5-4,0.12,95.62,261.79,3701.58,B,Consumer Discretionary
TT5NTEIAM,4CAH7S,2023-4-26,2042-1-23,2.54,103.0,596.04,3306.48,CCC,Technology
DC4D6FMX3,PZWRTN,2020-12-12,2038-3-5,7.44,99.7,229.22,4820.27,BBB,Consumer Discretionary
HJOI7PWPY,OESGVO,2019-5-25,2049-12-9,8.29,88.87,743.74,3521.14,D,Finance
X7WTJJ7C7,5HH92J,2016-1-2,2033-5-11,1.55,97.6,778.51,7197.44,D,Consumer Staples
V31B3L6FP,UKOANP,2002-10-28,2044-11-2,7.57,90.2,903.55,8427.23,CCC,Technology
NBE8Q55GY,ZPOV2Y,1989-5-6,2026-11-19,1.39,88.29,769.78,6291.55,CCC,Materials
7RF4XAE7N,DCDF4Z,2007-10-19,2048-3-8,7.23,112.74,819.99,7731.69,D,Real Estate
BB784KKD9,OAJ9YQ,2002-8-18,2042-6-12,6.62,117.28,423.56,8683.8,C,Technology
DS4PTRRES,I06FCT,1995-7-15,2031-10-1,2.04,89.65,640.86,5518.75,A,Consumer Staples
MPV6SJ3X3,9019QI,2015-7-20,2043-2-5,6.45,80.2,229.87,2050.75,BBB,Materials
O7KG97MVE,UGJVJ9,2023-6-14,2040-11-5,1.54,91.67,503.16,4875.38,B,Energy
ICFF4N8RU,DTYLDD,2000-3-16,2050-10-24,0.82,86.43,126.17,6538.95,D,Industrials
IYLCK3R5U,T5KV6L,1992-2-1,2042-4-11,0.58,85.29,463.77,2072.42,A,Real Estate
KS7IBMLYG,3XR61A,1980-3-6,2048-4-6,7.26,99.37,906.55,5284.04,B,Utilities
5QDPYEMAN,RAXF0O,2010-1-26,2033-9-5,2.31,88.67,110.04,3881.73,CC,Real Estate
W535K32TK,3PR1IG,1981-8-12,2024-10-4,8.98,98.43,681.1,5474.43,C,Consumer Staples
K4XP1OFMR,UNRXYL,2001-11-17,2040-4-16,9.22,96.72,732.47,1851.03,AA,Energy
3B0HFOOVC,Y72ZHF,2003-9-19,2043-5-27,5.66,83.18,475.2,3625.81,CCC,Materials
IWUIAYUGU,77CA1I,1985-9-16,2028-2-5,2.66,98.65,621.1,5428.81,AAA,Finance
2XTFY6R1H,5QWEBX,1980-12-6,2039-3-22,0.75,111.88,854.81,4857.73,A,Finance
52XUFAM5N,A3DBRX,2020-2-21,2030-3-8,6.04,109.49,840.26,6452.65,BB,Consumer Discretionary
G030ZUA30,V1U2EO,2002-5-17,2048-12-16,3.68,116.83,133.6,5336.11,A,Industrials
RTYG3RIIK,LQ6R6C,1980-4-18,2027-3-27,9.42,81.79,147.8,5895.72,AA,Consumer Staples
CB7YZBFFM,1LGSXX,1983-12-15,2037-1-26,9.14,85.82,893.69,5461.93,CCC,Consumer Staples
AXPTZFWKW,KFWLKA,2008-4-26,2041-9-20,8.25,81.93,937.31,3628.64,BB,Consumer Discretionary
C7AFE3X36,4QCKTF,1984-1-3,2033-9-7,4.54,91.2,879.33,8757.74,C,Real Estate
WNE37EKHL,26PNHX,2000-6-22,2048-3-23,2.21,104.32,113.36,2670.32,C,Real Estate
PNFAR4EI1,SR51JV,2002-11-24,2047-5-8,3.94,101.57,375.66,2921.83,AA,Healthcare
9T6BSB8CZ,EMTJE7,1981-9-13,2048-11-8,1.92,82.43,225.04,4959.94,A,Industrials
ZKGCXPBTI,IF127X,2005-6-4,2032-12-25,8.41,96.69,857.8,2301.31,AAA,Finance
9ODYZP6Q2,VS5AQV,1993-4-11,2029-2-8,1.31,97.73,745.72,3136.18,CC,Technology
AH4Y5JVYM,L0BQ1Y,2022-8-9,2049-1-16,4.64,95.49,702.87,1160.3,CCC,Consumer Staples
BD2DZCCGB,DM6O2A,2013-12-15,2036-7-20,0.82,112.1,746.42,7452.62,AA,Energy
7U3R4CVCL,YM0H0V,1987-6-5,2033-5-18,7.45,119.73,968.31,7383.92,B,Consumer Discretionary
UPA4KKXJI,N5YR6U,2013-10-3,2037-3-21,6.82,87.88,931.91,1518.61,CC,Real Estate
RRCXOOYJK,2ETEA5,2009-8-26,2030-3-26,5.91,97.16,795.55,5906.0,A,Finance
JEVCKO9YI,X7M9Q5,2015-2-23,2040-1-3,1.57,80.16,791.53,7014.99,AA,Consumer Discretionary
MUG12OKBY,KHT4XW,2011-11-18,2036-9-10,1.81,80.58,879.73,1283.55,CC,Energy
UVUK8Q28V,EPSP8E,2002-11-20,2034-6-23,7.7,113.16,854.95,4530.47,A,Industrials
IQ08LTUUH,239YHP,1992-1-24,2034-9-9,8.6,97.37,664.21,5802.87,A,Utilities
UR6IDM2W8,LW5ZMD,1997-8-11,2035-5-9,7.63,114.8,685.84,9120.04,CCC,Energy
FRCS4UMRX,12UN6N,2020-11-11,2048-9-21,3.41,86.42,802.49,8442.2,B,Real Estate
FY7H08BPI,R8P5JE,1981-8-17,2050-9-6,2.53,88.89,963.68,7572.53,BB,Consumer Staples
LWKC684KM,1EF2PM,1991-5-23,2049-6-12,8.99,97.03,707.24,4529.89,C,Industrials
C5LJ2ZJT1,K3NMD6,2007-3-4,2025-9-9,5.29,97.28,316.56,9902.77,BBB,Materials
U4MSVSZ3O,DM38QJ,1980-10-16,2036-12-18,0.17,100.81,613.66,8292.65,B,Consumer Discretionary
MUOTQ267G,HIR8TC,1989-6-6,2046-6-6,0.43,98.86,755.17,1887.25,A,Industrials
O85VYQZLF,SNEMB7,1984-6-8,2046-5-12,9.1,103.52,376.85,3358.28,CC,Energy
TAJA757O8,HCEKYB,1989-4-27,2050-11-19,1.48,96.9,626.96,3472.16,CC,Consumer Discretionary
MNVKWTQHF,KI59V8,1982-2-4,2050-11-26,3.53,91.23,725.49,4458.72,CCC,Technology
MJFM2XZBX,V7FVQF,1999-9-24,2031-1-13,9.64,114.59,362.92,4426.41,D,Industrials
QXNRH4DH1,XHV4SR,2012-12-10,2038-3-1,7.24,93.75,832.09,9970.36,CC,Healthcare
SA59AQR1T,9G2CY8,1998-1-22,2028-1-10,6.03,111.0,368.25,1826.49,CC,Materials
YOFFM6ONP,IX5MXS,2016-7-18,2025-2-21,7.48,95.6,576.54,4899.92,CC,Healthcare
TJ9HW28D4,2AHG9G,2019-8-14,2046-2-10,1.94,111.17,166.18,4802.25,B,Materials
XVRWEGDXI,BQGIQ0,2008-1-9,2044-3-16,6.35,111.66,375.48,4351.83,BB,Utilities
ZPFNOCBS1,3LHJRI,2011-5-22,2027-6-24,2.44,96.59,185.57,1612.65,AA,Consumer Discretionary
QHX3O052D,RB91R8,2016-11-8,2026-11-26,6.86,97.9,398.36,2037.4,C,Utilities
QKSW4RIB5,BBNMN2,2010-9-11,2032-9-23,1.01,103.31,956.66,9645.44,BBB,Real Estate
KYR2NEL16,8KZ3NV,1993-6-23,2042-6-7,4.54,92.63,555.96,7128.68,CCC,Consumer Staples
B78WBLCXA,RLD2CX,1987-8-16,2031-7-27,3.16,116.42,214.79,3175.24,CC,Technology
W7RUY8ZT5,WNND8E,1984-9-15,2029-9-23,9.9,117.18,627.48,1602.14,AAA,Utilities
MK90ZJZ4A,JJWL06,1983-1-7,2025-12-17,0.75,112.27,407.68,3576.13,CC,Healthcare
BSAKOPCO2,92JSCD,1989-3-18,2048-5-10,6.18,106.27,827.19,6801.6,AAA,Utilities
SL7SQZUPC,B1WBUH,1995-10-26,2048-6-25,0.52,113.62,628.95,9377.95,CCC,Industrials
M7P41GFSD,6WYGFA,2004-8-5,2031-8-18,4.74,98.29,537.79,3427.8,A,Real Estate
1DMWV4L0G,UGP26P,1989-3-24,2035-5-22,2.91,119.82,189.98,8842.85,CCC,Industrials
E2BPH9WLC,A2CTFN,2020-2-28,2038-7-5,1.59,111.89,990.6,6762.47,CC,Consumer Discretionary
00VQFK0IF,18WK9Q,2006-4-8,2045-4-15,3.05,117.44,345.25,1066.87,CCC,Materials
JOVKC9BEI,1G8OS9,1996-4-20,2040-10-16,5.9,85.79,933.75,5051.33,BB,Materials
TNZ1T7HVS,K3ZN45,1995-10-14,2041-7-1,9.3,92.49,495.87,8094.77,AA,Consumer Staples
WW0JTHUOX,8WAGS6,2015-5-16,2048-10-24,0.51,105.92,797.37,8223.43,CC,Finance
LFQX7MXXL,LYL03H,2014-5-21,2043-10-8,8.44,83.79,463.61,2667.71,BB,Energy
UF26LFJ7K,LZ7FUB,2019-4-18,2050-10-11,3.72,104.23,521.05,3630.02,BB,Utilities
SCPET7FDW,QAA3MG,2015-7-21,2034-1-1,1.67,106.69,413.85,4135.81,BBB,Consumer Staples
960W3GCRS,62CLNT,2010-3-24,2032-7-22,7.73,115.73,631.26,1930.72,C,Healthcare
OTPD32ZOO,5MAVRC,2015-12-9,2043-11-11,6.04,106.26,959.35,4795.89,AA,Healthcare
7U2JH6620,SY9OUF,1995-9-19,2038-5-1,1.58,109.89,543.54,7238.38,D,Consumer Discretionary
5Z8QUFJEU,2NKOXR,2002-5-15,2029-4-23,2.58,103.44,285.65,1938.06,BB,Utilities
W617OKR35,0L170K,2009-1-13,2040-2-6,9.49,102.64,348.05,5558.66,CC,Real Estate
TYFKWDPG4,FR607B,1995-3-24,2037-7-12,5.33,116.39,328.18,1614.98,BBB,Technology
O02JHNZKB,4O06DP,2019-9-22,2042-8-10,5.76,100.55,671.5,7325.75,AAA,Utilities
E1K2I9PZN,LG8M34,1998-8-9,2030-7-25,8.19,90.65,413.25,3352.44,BB,Energy
0SOLHGN9S,U0LPVV,1982-12-20,2050-8-17,4.86,103.24,604.2,9502.28,AA,Materials
UQYU2PY9N,31BU2T,1991-11-9,2050-3-19,8.37,84.27,796.44,2640.77,AAA,Materials
JIFBYEEO6,WX98PK,2018-2-27,2024-9-14,5.63,104.18,757.06,4009.97,CC,Technology
1MF9WYGS8,BH0GJC,2012-5-26,2048-3-25,8.95,101.66,525.09,1485.75,C,Materials
9FWVMWWH2,6O8X6S,2014-9-23,2035-12-7,2.33,84.55,800.03,9022.08,CC,Utilities
VEH55X00A,3XCBH6,1996-9-22,2044-10-7,2.23,105.1,557.72,8707.05,AAA,Finance
SIUWIUNQ8,Y1BMZT,2005-8-18,2034-1-27,8.6,97.5,494.66,8963.04,BB,Energy
D4UJ1C1QR,YPBDKE,1999-12-18,2024-9-9,0.74,96.14,942.94,7466.21,CCC,Consumer Staples
A1FZC8IA7,9OPXBU,1997-3-20,2049-2-14,9.29,84.32,701.15,5305.94,B,Real Estate
7HNPL2A9B,Y7QKHV,2020-4-10,2030-3-12,9.32,96.78,207.76,5598.58,CCC,Materials
XRQ9MFFMB,TLIGHX,2021-9-24,2041-12-2,8.7,107.79,392.05,5030.2,CC,Consumer Discretionary
EOBHJA8NP,S0TCPQ,2011-3-17,2032-7-16,3.95,89.7,950.42,7651.26,AAA,Technology
BNGA8L8P4,WHL2NI,1986-3-5,2024-8-1,9.02,91.13,847.64,5893.52,CCC,Healthcare
LRCBE4JYV,JGQ6YX,2022-11-21,2047-8-21,3.86,93.04,592.58,9611.75,AA,Finance
ZKYC4WVLO,E3MEM7,1990-7-1,2048-5-19,1.74,85.94,340.63,8721.61,D,Real Estate
GA2R4Z9YZ,U4WNYB,1989-10-19,2049-5-20,6.88,86.34,528.74,7255.0,CCC,Industrials
XASHX7GH9,N57F3R,2009-5-14,2044-2-26,0.56,111.28,378.52,9245.82,B,Technology
XFFCJXY4U,ADFL8K,1991-3-19,2050-3-26,0.58,84.78,627.13,4533.87,BBB,Consumer Staples
JK41JIWXM,765829,1990-11-17,2049-10-7,0.41,97.65,205.24,1429.07,B,Consumer Staples
48J50FFKQ,23G8XH,1993-7-2,2027-2-22,3.1,87.71,731.47,4928.04,D,Utilities
0M7LEVGO8,F9SO6R,2009-10-19,2040-1-24,2.45,110.45,684.11,7632.75,AA,Consumer Staples
H43QE54A1,20LYPN,2019-3-4,2030-7-4,7.2,88.51,439.74,8116.07,B,Technology
83OSHJQHC,26AZRT,1988-11-11,2043-9-22,4.73,102.94,577.36,3566.99,AAA,Finance
C6J3IKCA1,LMBZ5B,1981-12-26,2043-4-22,8.44,102.24,427.34,3235.85,CC,Utilities
P3PTX7H4S,ID4QPX,2022-12-2,2035-10-6,2.24,103.6,194.48,3422.07,BBB,Healthcare
CCRW4BKWK,IWL8HE,2017-11-23,2050-7-11,7.51,95.8,326.9,1738.41,B,Energy
BGXNFN89Q,29KTHE,2015-11-2,2039-3-6,8.02,92.04,590.64,4524.23,AA,Consumer Staples
QZHXZYVTW,ZL45FW,2017-5-26,2039-7-14,8.37,104.22,501.92,7973.87,AAA,Consumer Discretionary
OEEVB6V6W,JY6D0V,1999-6-28,2046-6-11,9.73,95.44,283.22,2109.03,AAA,Consumer Discretionary
DIVSYBN3V,CKYYOI,2013-12-12,2031-12-19,2.19,95.15,252.58,2526.19,CC,Consumer Discretionary
0CYH1T8VL,GZ31JC,2000-9-16,2026-10-9,8.91,93.9,881.57,4114.9,AA,Consumer Staples
FST562DZF,OS8G7B,1982-4-17,2028-4-23,0.92,89.03,303.75,1969.2,B,Utilities
HF36Y8ZR4,ZHMT2N,1984-5-10,2039-12-17,0.85,109.03,604.55,1768.31,CCC,Consumer Discretionary
U1YB2MWFT,EOTR65,2012-5-25,2033-3-17,0.79,102.85,525.21,2409.39,BB,Materials
PR6IKNMSI,SYC7IP,2021-2-6,2043-5-14,4.01,118.55,544.29,6985.83,AA,Finance
1XD4OAX01,BY2DHO,2023-1-15,2044-1-3,9.87,85.68,660.94,7902.44,B,Technology
GLVU2E5MU,719YZ3,2021-2-7,2044-2-26,4.0,81.05,287.81,9553.25,C,Energy
FDLCH9KBY,IM7MUU,2005-1-16,2047-9-22,3.12,82.12,473.67,5945.13,D,Technology
0REDX8227,X6ME23,1997-5-1,2026-5-14,7.14,104.0,923.07,9111.32,A,Industrials
ZP6YAH0WJ,SIEWAL,2002-4-9,2027-1-1,7.38,103.86,739.65,2637.56,AA,Real Estate
4Y31DE3KY,V4M9ZX,2011-9-28,2038-2-6,2.17,110.24,380.75,5975.46,A,Utilities
N26138AXE,0HCT1Y,2012-8-23,2050-12-6,2.57,87.47,148.23,3866.15,B,Consumer Staples
YCFI33NWS,Q0I1VG,2002-1-13,2046-1-15,5.76,112.91,952.4,9319.01,CC,Materials
HI4TIFBHQ,NHSVKT,2023-6-11,2026-8-27,0.89,81.27,227.75,3622.8,CCC,Healthcare
RBA11S48B,JBEIJZ,1991-1-14,2038-9-1,0.66,87.79,998.19,9354.48,AA,Consumer Staples
C0LMIDO7Q,I0U4A6,2002-8-20,2026-3-18,4.31,100.95,305.84,4607.85,C,Consumer Staples
05UZ7H2RW,17Y52P,1986-4-27,2027-7-23,4.98,80.56,597.86,8594.73,C,Real Estate
6SRNYCQAZ,QSGP5T,2016-11-14,2050-4-27,7.53,88.78,704.99,5167.08,AA,Technology
73GMPE8P1,1VL41T,1985-11-8,2046-5-28,0.79,117.31,508.89,5792.9,CCC,Utilities
L5CK4RZ2V,NPES8L,2020-12-14,2044-6-11,0.45,94.5,490.61,7320.62,C,Healthcare
M2SZSXUHF,K8DI8W,2012-9-2,2048-6-1,3.22,88.42,445.92,5725.37,AA,Real Estate
NHAXWSCFZ,WBD5PX,2020-8-4,2038-7-9,1.96,91.57,976.74,9037.95,CCC,Industrials
46W6QECAN,CT2ZPM,1989-4-3,2038-11-3,2.47,95.17,854.63,5270.94,C,Healthcare
IE9ZQ231N,QK88FN,2016-6-28,2043-5-13,2.37,114.86,559.93,9742.49,D,Finance
NBFZDCLM5,49L9K1,1997-2-4,2042-9-6,2.97,103.84,703.1,8091.03,C,Materials
PQHP10TZP,8D5AE0,2004-3-4,2036-9-26,9.27,107.2,971.64,5193.36,D,Healthcare
GM7FO3MDO,X41PPW,2001-7-2,2042-12-2,2.95,119.37,557.69,1163.57,AA,Real Estate
03NIMNY0Q,TE3E8H,2013-7-9,2026-5-25,4.04,91.61,461.52,7406.78,B,Utilities
KEA56W2I5,34LEVU,1988-1-19,2034-4-18,6.27,106.01,271.29,3035.84,D,Technology
CLTOG3BYK,IRK0CP,1982-8-5,2036-8-8,5.77,89.83,531.58,6332.43,CCC,Utilities
